Casal2
Call: casal2 -e -c config_betadiff.csl2 
Date: Tue May 17 20:44:54 2022
Seed: 77094
Version: v22.05 (2022-05-16)
Copyright (c) 2017-2022, NIWA (www.niwa.co.nz)
Environment: User=marshc Machine=NIWA-1008960 OS=Windows_NT PID=9284


*objective_function[obj]
values {vector}
1999 stock 0 0 2302 2185.92 116.083 0.12 0.2 0.233238 -1.41123 0.227686 0.339895
2000 stock 0 0 2091 2047.1 43.8954 0.09 0.2 0.219317 -1.50776 0.0977703 0.206257
2001 stock 0 0 1589 1905.51 -316.508 0.13 0.2 0.238537 -1.23293 -0.696335 -0.654526
2002 stock 0 0 1567 1803.13 -236.126 0.15 0.2 0.25 -1.30165 -0.523815 -0.446943
2003 stock 0 0 888 1713.31 -825.311 0.16 0.2 0.256125 1.70024 -1.88074 -2.48125
2004 stock 0 0 1547 1585.33 -38.3338 0.17 0.2 0.262488 -1.35371 -0.0921195 0.0342373
2005 stock 0 0 1048 1446.93 -398.926 0.18 0.2 0.269072 -0.738653 -1.02465 -1.08784
2006 stock 0 0 1384 1472.46 -88.4619 0.19 0.2 0.275862 -1.30194 -0.217781 -0.0933692
2007 stock 0 0 1824 1492.78 331.216 0.12 0.2 0.233238 -0.98315 0.951296 0.985745
2008 stock 0 0 1257 1510.97 -253.968 0.13 0.2 0.238537 -1.22626 -0.704641 -0.664639
2009 stock 0 0 2419 1497.98 921.022 0.21 0.2 0.29 0.413611 2.12015 1.82856
2010 stock 0 0 1700 1523.75 176.254 0.25 0.2 0.320156 -1.03522 0.361297 0.506587
2011 stock 0 0 1099 1528.82 -429.816 0.15 0.2 0.25 -0.660339 -1.12457 -1.21753
2012 stock 0 0 1292 1578.08 -286.084 0.15 0.2 0.25 -1.16399 -0.725142 -0.68925
*end

*observation[chatTANage]
observation_type: proportions_at_age
likelihood: dirichlet
Values {dataframe}
year category age length observed expected residual error_value process_error adjusted_error neglogLike
1990 stock 3 0 0.1235 0.0521223 0.0713777 25 0 98.0881 11.9505
1990 stock 4 0 0.1068 0.0678338 0.0389662 25 0 98.0881 18.5862
1990 stock 5 0 0.0935 0.0660092 0.0274908 25 0 98.0881 18.5913
1990 stock 6 0 0.0939 0.0709817 0.0229183 25 0 98.0881 20.6134
1990 stock 7 0 0.1065 0.109798 -0.00329806 25 0 98.0881 36.4465
1990 stock 8 0 0.0845 0.113336 -0.0288363 25 0 98.0881 40.3791
